Correct Word,Incorrect Word
Haulage,Haulgae
Haulage,H@ulage
Haulage,aHulage
Haulage,Haul@ge
Haulage,Hualage
Tariff,Tari?f
Tariff,aTriff
Tariff,Ta$iff
Tariff,Tarfif
Tariff,+ariff
Tariff,Tarfif
Demurrage,Demurrag%
Demurrage,Demurarge
Demurrage,&emurrage
Demurrage,Demurraeg
Demurrage,Demur&age
Demurrage,Demrurage
Detention,Deten%ion
Detention,Detentino
Detention,Detenti!n
Detention,Dteention
Detention,Detentio%
Detention,Deteniton
Fumigation,Fumig=tion
Fumigation,Fumigtaion
Fumigation,Fumigatio=
Fumigation,Fumigaiton
Fumigation,Fumiga$ion
Fumigation,Fumigtaion
Sanitation,&anitation
Sanitation,Saintation
Sanitation,Sanita?ion
Sanitation,Snaitation
Sanitation,Sanitati@n
Sanitation,Snaitation
Certification,Cert=fication
Certification,Certfiication
Certification,Certifi#ation
Certification,Certifciation
Certification,Certificat?on
Certification,Certificaiton
Inspection,Inspec$ion
Inspection,Inspectoin
Inspection,Inspe!tion
Inspection,Insepction
Inspection,Inspe+tion
Inspection,Isnpection
Quarantine,Qu%rantine
Quarantine,uQarantine
Quarantine,Qua-antine
Quarantine,Quraantine
Quarantine,Quara*tine
Quarantine,Quarantnie
Handling,Hand%ing
Handling,Handilng
Handling,Han=ling
Handling,Handilng
Handling,Ha&dling
Handling,Hanlding
Tracking,Tr%cking
Tracking,rTacking
Tracking,Tra=king
Tracking,rTacking
Tracking,Tracki$g
Tracking,Trakcing
Reference,Ref+rence
Reference,Refreence
Reference,Refere-ce
Reference,Referenec
Reference,Re@erence
Reference,Refreence
Booking,Booki+g
Booking,Bokoing
Booking,Bookin=
Booking,Booknig
Booking,Book!ng
Booking,Bookign
Dispatch,%ispatch
Dispatch,Dsipatch
Dispatch,Di$patch
Dispatch,Dipsatch
Dispatch,Di&patch
Dispatch,Dsipatch
Estimated,#stimated
Estimated,Esitmated
Estimated,Estimat$d
Estimated,Estimtaed
Estimated,Estim#ted
Estimated,Estimatde
Arrival,Arr=val
Arrival,Arrvial
Arrival,Arr$val
Arrival,Arirval
Arrival,Arri!al
Arrival,Arrival
Departure,Depart-re
Departure,Departrue
Departure,Depa!ture
Departure,Depatrure
Departure,Departur+
Departure,Departuer
Stowage,S&owage
Stowage,tSowage
Stowage,Stowa?e
Stowage,Stowgae
Stowage,Stow&ge
Stowage,Stoawge
Hatch,Hatc$
Hatch,Htach
Hatch,@atch
Hatch,Hacth
Hatch,Ha+ch
Hatch,Htach
Stevedore,Steved&re
Stevedore,Setvedore
Stevedore,Stevedo!e
Stevedore,tSevedore
Stevedore,Steve!ore
Stevedore,Setvedore
Billable,Billabl+
Billable,Billbale
Billable,Bil*able
Billable,Blilable
Billable,B?llable
Billable,Billalbe
Receivable,Rece$vable
Receivable,Recievable
Receivable,Re!eivable
Receivable,Receivbale
Receivable,Receiva$le
Receivable,Receivabel
Payable,Payabl&
Payable,Payabel
Payable,Payab&e
Payable,Payabel
Payable,Pa=able
Payable,Paayble
Remittance,Remitta*ce
Remittance,Rmeittance
Remittance,Remi=tance
Remittance,Remtitance
Remittance,Remit-ance
Remittance,Remitatnce
Bank,Ba?k
Bank,Bakn
Bank,Ban=
Bank,Bnak
Bank,B#nk
Bank,aBnk
Guarantor,G@arantor
Guarantor,Guarnator
Guarantor,Guarant#r
Guarantor,Guraantor
Guarantor,Guarant+r
Guarantor,uGarantor
Surety,S!rety
Surety,Sruety
Surety,*urety
Surety,Sureyt
Surety,+urety
Surety,Suerty
Deposit,Depo+it
Deposit,Depoist
Deposit,Depos-t
Deposit,eDposit
Deposit,D-posit
Deposit,Deposti
Exchange,?xchange
Exchange,Exchagne
Exchange,Excha-ge
Exchange,xEchange
Exchange,Excha*ge
Exchange,Excahnge
Currency,Cu!rency
Currency,Currnecy
Currency,Currenc!
Currency,Currnecy
Currency,Cu=rency
Currency,Crurency
Account,-ccount
Account,Acconut
Account,Accou-t
Account,Accuont
Account,Accoun@
Account,Acconut
Statement,Sta$ement
Statement,Sattement
Statement,S?atement
Statement,Statmeent
Statement,S#atement
Statement,Sattement
Balance,%alance
Balance,Baalnce
Balance,Balan!e
Balance,Balanec
Balance,Balan#e
Balance,Blaance
Penalty,Penal@y
Penalty,Peanlty
Penalty,+enalty
Penalty,Pnealty
Penalty,Pen&lty
Penalty,Pnealty
Violation,V@olation
Violation,iVolation
Violation,Violati*n
Violation,Violaiton
Violation,Violatio?
Violation,iVolation
Reimbursement,Reimbu#sement
Reimbursement,Reimbursmeent
Reimbursement,Reimbu?sement
Reimbursement,Remibursement
Reimbursement,$eimbursement
Reimbursement,Riembursement
Surplus,Surpl+s
Surplus,uSrplus
Surplus,-urplus
Surplus,Surlpus
Surplus,Surpl&s
Surplus,uSrplus
Deficit,Defic?t
Deficit,Defciit
Deficit,Defici&
Deficit,Defiict
Deficit,De*icit
Deficit,Dfeicit
Clause,C%ause
Clause,Cluase
Clause,C=ause
Clause,Claues
Clause,Cla?se
Clause,Clasue
Provision,Pro#ision
Provision,Proivsion
Provision,Provi#ion
Provision,Proivsion
Provision,Provisio!
Provision,Porvision
Exemption,Exempt+on
Exemption,Exmeption
Exemption,E#emption
Exemption,Eexmption
Exemption,+xemption
Exemption,Exmeption
Waiver,Wa$ver
Waiver,aWiver
Waiver,Waiv@r
Waiver,Waievr
Waiver,Waiv#r
Waiver,Wavier
Liability,%iability
Liability,Liaiblity
Liability,L!ability
Liability,Laibility
Liability,Li=bility
Liability,Liabiltiy
Force,!orce
Force,Froce
Force,Forc#
Force,Focre
Force,F+rce
Force,Forec
Majeure,Ma=eure
Majeure,Majeuer
Majeure,M!jeure
Majeure,Maejure
Majeure,Maje-re
Majeure,Majerue
Jurisdiction,Jurisdic*ion
Jurisdiction,Jurisdiciton
Jurisdiction,Jurisdict!on
Jurisdiction,Jurisidction
Jurisdiction,Jurisd-ction
Jurisdiction,Juridsiction
Arbitration,Arb?tration
Arbitration,Arbirtation
Arbitration,Arbitrat&on
Arbitration,Arbitartion
Arbitration,Arb*tration
Arbitration,rAbitration
Litigation,Liti&ation
Litigation,Liitgation
Litigation,Liti=ation
Litigation,Liitgation
Litigation,%itigation
Litigation,Liitgation
Indemnity,Indemn#ty
Indemnity,Indmenity
Indemnity,Inde%nity
Indemnity,Indenmity
Indemnity,Indemn@ty
Indemnity,Indeminty
Compliance,!ompliance
Compliance,Complianec
Compliance,Complianc%
Compliance,Comlpiance
Compliance,Compli?nce
Compliance,Copmliance
Audit,Aud-t
Audit,Auidt
Audit,?udit
Audit,uAdit
Audit,Au&it
Audit,Auidt
Filing,=iling
Filing,Fiilng
Filing,-iling
Filing,Filign
Filing,Fi@ing
Filing,Filign
Record,R=cord
Record,Recrod
Record,Recor$
Record,Recrod
Record,Rec$rd
Record,Recrod
Retention,Retentio!
Retention,Retetnion
Retention,Retentio$
Retention,Retentino
Retention,Retentio@
Retention,eRtention
Electronic,Electroni+
Electronic,Electronci
Electronic,E+ectronic
Electronic,Elcetronic
Electronic,=lectronic
Electronic,Eletcronic
Signature,Sign!ture
Signature,Signautre
Signature,Signatu=e
Signature,Singature
Signature,S#gnature
Signature,Sginature
Acknowledgment,Acknowled+ment
Acknowledgment,Acknowlegdment
Acknowledgment,Acknowl#dgment
Acknowledgment,Acknowledgmnet
Acknowledgment,Acknow#edgment
Acknowledgment,Akcnowledgment
Reference,Referenc*
Reference,Refeernce
Reference,Referen!e
Reference,Rfeerence
Reference,$eference
Reference,Referecne
Amendment,Amendmen?
Amendment,Aemndment
Amendment,Amendme*t
Amendment,Amendmetn
Amendment,Amendm%nt
Amendment,Amendmetn
Correction,Corre=tion
Correction,oCrrection
Correction,C=rrection
Correction,Correctoin
Correction,Correcti+n
Correction,Corrcetion
Supplement,Su$plement
Supplement,Supplement
Supplement,S?pplement
Supplement,Suppleemnt
Supplement,Supplemen@
Supplement,Supplmeent
Replacement,Re+lacement
Replacement,eRplacement
Replacement,Repl@cement
Replacement,Rpelacement
Replacement,R$placement
Replacement,Replcaement
Reissuance,Reiss=ance
Reissuance,Reissuacne
Reissuance,?eissuance
Reissuance,Resisuance
Reissuance,Reis?uance
Reissuance,Reissuacne
Duplicate,D-plicate
Duplicate,Duplciate
Duplicate,Duplica*e
Duplicate,Duplictae
Duplicate,Du!licate
Duplicate,Duplicaet
Counterfeit,Co@nterfeit
Counterfeit,Countefreit
Counterfeit,C*unterfeit
Counterfeit,Counterefit
Counterfeit,Counterf!it
Counterfeit,oCunterfeit
Forgery,Fo+gery
Forgery,Fogrery
Forgery,?orgery
Forgery,Frogery
Forgery,Forg@ry
Forgery,Forgrey
Validity,Valid!ty
Validity,Vaildity
Validity,Valid+ty
Validity,Validiyt
Validity,Vali+ity
Validity,aVlidity
Expiry,Expir@
Expiry,xEpiry
Expiry,Expi#y
Expiry,xEpiry
Expiry,Ex%iry
Expiry,xEpiry
Suspension,Suspen?ion
Suspension,Suspnesion
Suspension,Su$pension
Suspension,Suspesnion
Suspension,Suspensi%n
Suspension,Suspnesion
Cancellation,Canc=llation
Cancellation,Cancellatino
Cancellation,Cance$lation
Cancellation,Canecllation
Cancellation,!ancellation
Cancellation,Canecllation
Rescission,Rescissi*n
Rescission,Resicssion
Rescission,-escission
Rescission,Rescsision
Rescission,R%scission
Rescission,Rescissoin
