Correct Word,Incorrect Word
Conditions,Con%itions
Conditions,Conditio-s
Conditions,-onditions
Conditions,Conditio@s
Documentation,D*cumentation
Documentation,=ocumentation
Documentation,Documen@ation
Documentation,Docu?entation
Documentation,Documentat#on
Delivery,D*livery
Delivery,De%ivery
Delivery,De-ivery
Delivery,Delive!y
Delivery,Del!very
Receipt,Recei*t
Receipt,Receip?
Receipt,Receip+
Receipt,Recei&t
Receipt,-eceipt
Handling,Handli=g
Handling,Handlin$
Handling,Han#ling
Handling,Handli&g
Handling,Ha&dling
Charges,Cha-ges
Charges,Char=es
Charges,C+arges
Charges,Ch&rges
Charges,*harges
Insurance,Insur*nce
Insurance,In!urance
Insurance,#nsurance
Insurance,Insuranc%
Insurance,Insuran&e
Liability,Lia?ility
Liability,Liabi!ity
Liability,Liabil$ty
Liability,Liabilit!
Liability,Liabilit#
Incoterms,I&coterms
Incoterms,Incote+ms
Incoterms,Incote*ms
Incoterms,Incoter-s
Incoterms,In@oterms
Duties,Dutie%
Duties,D&ties
Duties,Dutie%
Duties,Duti$s
Duties,Duti*s
Taxes,Ta!es
Taxes,T$xes
Taxes,Taxe!
Taxes,T?xes
Taxes,Taxe?
Clearance,Clear?nce
Clearance,?learance
Clearance,Cl@arance
Clearance,Clear$nce
Clearance,Cl=arance
Broker,B$oker
Broker,Brok@r
Broker,Brok&r
Broker,Broke+
Broker,Brok$r
Authority,Authori$y
Authority,Autho$ity
Authority,Autho@ity
Authority,A%thority
Authority,+uthority
Regulations,Reg$lations
Regulations,R+gulations
Regulations,Regulation@
Regulations,Regulati%ns
Regulations,$egulations
Declarations,Declarati@ns
Declarations,Decla+ations
Declarations,Decla=ations
Declarations,Declarati?ns
Declarations,Declar?tions
Consignment,Co=signment
Consignment,C#nsignment
Consignment,*onsignment
Consignment,Consignme%t
Consignment,Cons#gnment
Agreement,A-reement
Agreement,Agr@ement
Agreement,Agreem%nt
Agreement,Agreem#nt
Agreement,Agreemen$
Schedule,Sched+le
Schedule,Schedul!
Schedule,S$hedule
Schedule,Schedu*e
Schedule,Schedu$e
Origin,Origi#
Origin,O=igin
Origin,O@igin
Origin,Or@gin
Origin,Orig-n
Destination,Dest$nation
Destination,Desti#ation
Destination,!estination
Destination,Destina*ion
Destination,D=stination
Routing,Routin#
Routing,Routin&
Routing,Rout!ng
Routing,R#uting
Routing,Ro=ting
Handover,H&ndover
Handover,Hand@ver
Handover,!andover
Handover,Handov-r
Handover,Hand$ver
Acceptance,Accep-ance
Acceptance,Accept?nce
Acceptance,Accep%ance
Acceptance,Accep@ance
Acceptance,A%ceptance
Dock,D#ck
Dock,Do$k
Dock,Doc+
Dock,Doc+
Dock,D@ck
Harbor,Har?or
Harbor,!arbor
Harbor,Harbo?
Harbor,H!rbor
Harbor,Harb+r
Maritime,Mar+time
Maritime,@aritime
Maritime,Maritim!
Maritime,Mariti$e
Maritime,Marit+me
Navigation,Nav=gation
Navigation,*avigation
Navigation,N-vigation
Navigation,Navigati+n
Navigation,Navigati*n
Permit,Perm#t
Permit,Per&it
Permit,Permi=
Permit,P+rmit
Permit,Per?it
Approval,App#oval
Approval,A&proval
Approval,Approva?
Approval,A*proval
Approval,Ap+roval
Endorsement,Endorsemen#
Endorsement,End#rsement
Endorsement,Endors?ment
Endorsement,En&orsement
Endorsement,Endors+ment
Registry,Re?istry
Registry,Reg@stry
Registry,@egistry
Registry,Re$istry
Registry,$egistry
Bonded,Bo*ded
Bonded,Bon&ed
Bonded,Bon?ed
Bonded,Bo=ded
Bonded,B=nded
Warehouse,Wareh*use
Warehouse,War#house
Warehouse,Warehou=e
Warehouse,Warehous@
Warehouse,Warehous-
Non-negotiable,Non-ne*otiable
Non-negotiable,N!n-negotiable
Non-negotiable,Non-#egotiable
Non-negotiable,Non-*egotiable
Non-negotiable,Non-negoti%ble
Negotiable,Negot%able
Negotiable,Nego=iable
Negotiable,Negotiab!e
Negotiable,N?gotiable
Negotiable,Negotiab#e
Endorsement,Endor&ement
Endorsement,En@orsement
Endorsement,Endorse!ent
Endorsement,Endo%sement
Endorsement,Endor+ement
Waybill,Wa&bill
Waybill,+aybill
Waybill,Waybi*l
Waybill,Waybi=l
Waybill,Wa-bill
Airway,Ai$way
Airway,Air@ay
Airway,$irway
Airway,Ai*way
Airway,&irway
Railway,%ailway
Railway,?ailway
Railway,Rail$ay
Railway,Railwa&
Railway,Ra-lway
Haulage,$aulage
Haulage,Ha*lage
Haulage,Hau*age
Haulage,Hau?age
Haulage,$aulage
Tariff,T=riff
Tariff,Tar*ff
Tariff,Ta-iff
Tariff,Tari+f
Tariff,Tari=f
Demurrage,De#urrage
Demurrage,Demu?rage
Demurrage,Demur-age
Demurrage,Demurr@ge
Demurrage,Demur+age
Detention,D-tention
Detention,Detent+on
Detention,Dete+tion
Detention,Deten-ion
Detention,Detentio%
Fumigation,Fu#igation
Fumigation,Fumigat$on
Fumigation,Fu+igation
Fumigation,Fum?gation
Fumigation,Fumigatio!
Sanitation,San*tation
Sanitation,Sani&ation
Sanitation,S*nitation
Sanitation,Sanitatio%
Sanitation,Sanitati*n
Certification,*ertification
Certification,Certifica?ion
Certification,Certifica#ion
Certification,Certifi*ation
Certification,Cert?fication
Inspection,Inspe?tion
Inspection,Inspectio%
Inspection,&nspection
Inspection,Inspectio&
Inspection,Inspecti-n
Quarantine,Quara=tine
Quarantine,&uarantine
Quarantine,Q%arantine
Quarantine,Quarant!ne
Quarantine,Q=arantine
Handling,Handlin*
Handling,Handli*g
Handling,Han=ling
Handling,Handlin=
Handling,Han?ling
Tracking,Track+ng
Tracking,T@acking
Tracking,Tra=king
Tracking,Track+ng
Tracking,Trac=ing
Reference,Re%erence
Reference,Refe&ence
Reference,Refer$nce
Reference,Referenc*
Reference,R!ference
Booking,Bo-king
Booking,Bo$king
Booking,Boo*ing
Booking,Book!ng
Booking,Book&ng
Dispatch,Di-patch
Dispatch,?ispatch
Dispatch,Dispatc*
Dispatch,Dispat=h
Dispatch,Dispatc=
Estimated,E-timated
Estimated,Estim?ted
Estimated,Estima#ed
Estimated,Estim%ted
Estimated,Estimat!d
Arrival,%rrival
Arrival,+rrival
Arrival,Arr%val
Arrival,A@rival
Arrival,A@rival
Departure,Depar=ure
Departure,@eparture
Departure,De%arture
Departure,Departur=
Departure,Depart-re
Stowage,St#wage
Stowage,=towage
Stowage,Sto?age
Stowage,St#wage
Stowage,S-owage
Hatch,H=tch
Hatch,Ha#ch
Hatch,@atch
Hatch,Ha&ch
Hatch,Hat&h
Stevedore,Steve&ore
Stevedore,St%vedore
Stevedore,Stevedo?e
Stevedore,Steved*re
Stevedore,Steved*re
Billable,Bill!ble
Billable,Bi!lable
Billable,Bil$able
Billable,Billab*e
Billable,B@llable
Receivable,Rec&ivable
Receivable,Rec!ivable
Receivable,Receiva&le
Receivable,Receiv&ble
Receivable,Rec*ivable
Payable,P!yable
Payable,Pay#ble
Payable,Paya#le
Payable,Paya*le
Payable,Pa=able
Remittance,Remi=tance
Remittance,Remi=tance
Remittance,%emittance
Remittance,Remi!tance
Remittance,-emittance
Bank,Ba@k
Bank,B-nk
Bank,!ank
Bank,@ank
Bank,Ban@
Guarantor,G-arantor
Guarantor,Guaran&or
Guarantor,Guarant+r
Guarantor,?uarantor
Guarantor,Gu=rantor
Surety,Sur!ty
Surety,Suret%
Surety,$urety
Surety,Su!ety
Surety,Sure?y
Deposit,@eposit
Deposit,D&posit
Deposit,*eposit
Deposit,D?posit
Deposit,Dep@sit
Exchange,Exchan=e
Exchange,Ex?hange
Exchange,Exc#ange
Exchange,Exch=nge
Exchange,Excha!ge
Currency,Curre@cy
Currency,Cur$ency
Currency,C#rrency
Currency,C*rrency
Currency,Curre$cy
Account,Acco%nt
Account,A@count
Account,Accou=t
Account,@ccount
Account,Accoun#
Statement,Statemen%
Statement,%tatement
Statement,S@atement
Statement,State&ent
Statement,Statemen+
Balance,Ba?ance
Balance,Bala#ce
Balance,Bal+nce
Balance,&alance
Balance,Ba-ance
Penalty,Penal@y
Penalty,Penal*y
Penalty,Penal$y
Penalty,Penalt%
Penalty,P#nalty
Violation,Vio-ation
Violation,Vi?lation
Violation,V%olation
Violation,Viola$ion
Violation,Vi+lation
Reimbursement,Reimburs@ment
Reimbursement,Reimburse$ent
Reimbursement,Reimbursem-nt
Reimbursement,Reimbu%sement
Reimbursement,Re-mbursement
Surplus,*urplus
Surplus,Surplu$
Surplus,Surplu&
Surplus,Surp@us
Surplus,S#rplus
Deficit,De@icit
Deficit,D+ficit
Deficit,Defic!t
Deficit,Def!cit
Deficit,Defici!
Clause,?lause
Clause,Clau=e
Clause,Cla%se
Clause,&lause
Clause,Cl*use
Provision,Prov#sion
Provision,Pr#vision
Provision,Provis&on
Provision,#rovision
Provision,P+ovision
Exemption,-xemption
Exemption,E?emption
Exemption,Exe?ption
Exemption,Exempt*on
Exemption,Exemp$ion
Waiver,Wai+er
Waiver,Waive*
Waiver,Waive&
Waiver,Wai-er
Waiver,Waive!
Liability,Liabi-ity
Liability,Liab%lity
Liability,Liab#lity
Liability,Liabil+ty
Liability,Liab!lity
Force,F#rce
Force,-orce
Force,F+rce
Force,Forc*
Force,Fo&ce
Majeure,Maj=ure
Majeure,Ma#eure
Majeure,Majeur%
Majeure,Majeur$
Majeure,Maje=re
Jurisdiction,Jurisdic%ion
Jurisdiction,Jurisdicti%n
Jurisdiction,Jurisdict=on
Jurisdiction,Juris!iction
Jurisdiction,Jurisdict*on
Arbitration,Arbitrati+n
Arbitration,Arbit@ation
Arbitration,Arb-tration
Arbitration,Arb-tration
Arbitration,Arbitrat!on
Litigation,Liti-ation
Litigation,Liti#ation
Litigation,Litigat?on
Litigation,Litiga%ion
Litigation,Litigati%n
Indemnity,@ndemnity
Indemnity,Indem-ity
Indemnity,I*demnity
Indemnity,Inde!nity
Indemnity,I%demnity
Compliance,#ompliance
Compliance,Compl%ance
Compliance,Compl#ance
Compliance,Compl=ance
Compliance,-ompliance
Audit,Aud*t
Audit,Aud*t
Audit,Au-it
Audit,Aud*t
Audit,A*dit
Filing,Fil!ng
Filing,Filin%
Filing,=iling
Filing,Fili=g
Filing,Fil+ng
Record,R@cord
Record,Recor?
Record,Reco=d
Record,Rec+rd
Record,Reco*d
Retention,Retentio#
Retention,R#tention
Retention,R#tention
Retention,Retent#on
Retention,$etention
Electronic,E-ectronic
Electronic,E$ectronic
Electronic,Ele*tronic
Electronic,Electroni?
Electronic,E&ectronic
Signature,Si@nature
Signature,Signatur&
Signature,Signa=ure
Signature,Signatur@
Signature,Signat#re
Acknowledgment,Acknowledgm*nt
Acknowledgment,Ackno%ledgment
Acknowledgment,Ack&owledgment
Acknowledgment,Acknowledgm?nt
Acknowledgment,Acknowled!ment
Reference,Referenc%
Reference,Refe*ence
Reference,Refere!ce
Reference,Refer-nce
Reference,Refer$nce
Amendment,Amendmen-
Amendment,Amendme=t
Amendment,A%endment
Amendment,Amen!ment
Amendment,Am+ndment
Correction,Correctio!
Correction,Co?rection
Correction,Co&rection
Correction,Corre?tion
Correction,Correctio*
Supplement,Supplem%nt
Supplement,Su!plement
Supplement,Su?plement
Supplement,Su#plement
Supplement,Suppl%ment
Replacement,Replaceme?t
Replacement,Rep+acement
Replacement,Replac#ment
Replacement,Repl*cement
Replacement,Rep*acement
Reissuance,R?issuance
Reissuance,@eissuance
Reissuance,Re%ssuance
Reissuance,@eissuance
Reissuance,=eissuance
Duplicate,Du+licate
Duplicate,Du#licate
Duplicate,Dupl%cate
Duplicate,Dupli&ate
Duplicate,D$plicate
Counterfeit,Cou@terfeit
Counterfeit,Counter@eit
Counterfeit,Cou$terfeit
Counterfeit,Count&rfeit
Counterfeit,Counterfe&t
Forgery,Forger+
Forgery,Forger*
Forgery,Fo-gery
Forgery,Fo!gery
Forgery,Fo%gery
Validity,Vali?ity
Validity,Va&idity
Validity,Valid&ty
Validity,Va+idity
Validity,Valid@ty
Expiry,+xpiry
Expiry,Expir=
Expiry,Ex$iry
Expiry,Ex%iry
Expiry,Ex&iry
Suspension,S%spension
Suspension,Suspensi=n
Suspension,S%spension
Suspension,Suspensi&n
Suspension,S-spension
Cancellation,+ancellation
Cancellation,Canc=llation
Cancellation,Cance%lation
Cancellation,Ca&cellation
Cancellation,?ancellation
Rescission,Resc+ssion
Rescission,R!scission
Rescission,Rescissio=
Rescission,Resc!ssion
Rescission,Rescissi@n
